전체부서명,문서명,최종결재자직위,1단계,2단계,3단계,4단계,5단계,단위과제명,단위과제카드명,등급,직위,label,__index_level_0__
경기도하남시 복지교육국 여성보육과,코로나19 유행대비 대응지침(Ⅴ판) 개정 사항 안내,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,187
경기도하남시 복지교육국 여성보육과,수도권 한정 2주간 강도 높은 방역조치 안내,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,188
경기도하남시 복지교육국 여성보육과,2019년 어린이집연합회 행사지원(원장연수) 보조금 정산 검사 결과 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,189
경기도하남시 복지교육국 여성보육과,2019년 하남시어린이집연합회 보조금 정산 검사 결과 보고(부모교육),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,190
경기도하남시 복지교육국 여성보육과,2019년 하남시어린이집연합회 보조금 정산 검사 결과 보고(교사교육),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,191
경기도하남시 복지교육국 여성보육과,2019년 하남시어린이집연합회 보조금 정산 검사 결과 보고(보육의 날 행사 지원),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,어린이집연합회,C,과장,2,192
경기도하남시 복지교육국 여성보육과,코로나19 관련 「다문화가족 동아리 모임」 지원 사업 예방수칙 준수 철저 요청,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,외국인결혼가정지원사업,다문화가족일반,다문화가족일반,D,과장,3,193
경기도하남시 복지교육국 여성보육과,2020년 지역아동센터 기본운영비 지원시설 현행화 제출,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,지역아동센터지원,지역아동센터지원,C,과장,2,194
경기도하남시 복지교육국 여성보육과,2019년 국공립어린이집 운영비 정산결과 통지,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설운영지원,어린이집운영지원,D,과장,3,195
경기도하남시 복지교육국 여성보육과,‘생활 속 거리두기-결혼식 등 가족행사’ 관련 결혼예식장 현황 제출,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,가족여성정책일반,가족여성정책일반,C,과장,2,196
경기도하남시 복지교육국 여성보육과,코로나19관련 아동복지시설 방역관리 철저 요청,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,197
경기도하남시 복지교육국 여성보육과,아동양육 한시지원사업(안) 추가 안내(지침) 알림,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,과장,3,198
경기도하남시 복지교육국 여성보육과,아동양육 한시지원(아동돌봄쿠폰) 지원여부 회신,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,과장,3,199
경기도하남시 복지교육국 여성보육과,냉온수기 임차료 등 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,200
경기도하남시 복지교육국 여성보육과,2020년 민들레배움터 돌봄교사 채용보고,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,C,과장,2,201
경기도하남시 복지교육국 여성보육과,하남시 육아종합지원센터 직원 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,202
경기도하남시 복지교육국 여성보육과,하남시육아종합지원센터 직원 결격사유 등 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설종사자겸직및신원조회,어린이집종사자겸직및신원조회,D,과장,3,203
경기도하남시 복지교육국 여성보육과,2020년도 사회복지시설(지역아동센터) 감사계획 알림,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,204
경기도하남시 복지교육국 여성보육과,하남시 육아종합지원센터 직원 성범죄경력 및 아동학대관련 범죄 전력 조회 요청,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,205
경기도하남시 복지교육국 여성보육과,사무용품구입,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,D,과장,3,206
경기도하남시 복지교육국 여성보육과,시설 종사자 인권보호를 위한 사회복지시설 운영규정 개선 권고사항 알림,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동복지일반,D,과장,3,207
경기도하남시 복지교육국 여성보육과,초과근무 확인대장 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,D,과장,3,208
경기도하남시 복지교육국 여성보육과,2020년 육아종합지원센터 가정양육지원사업(부모자녀 프로그램) 보조금 변경승인 통보,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,209
경기도하남시 복지교육국 여성보육과,2020년 찾아가는 유아 흡연위해 예방교실 안내,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,210
경기도하남시 복지교육국 여성보육과,행정처분 명단공표 미송달에 따른 재통지,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설지도점검,어린이집지도점검,D,과장,3,211
경기도하남시 복지교육국 여성보육과,어린이집 직접 채용 대체교사 중복 지원 확인 요청,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,C,과장,2,212
경기도하남시 복지교육국 여성보육과,2020년 아동복지시설 도 지원사업 추진실적 및 추가 소요액 조사 결과 제출,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,B,과장,1,213
경기도하남시 복지교육국 여성보육과,돌봄서비스 제공(지역아동센터) 결정 통지(박*훈),여성보육과장,사회복지,보육가족및여성,아동보호,아동복지시설관리,아동복지증진시책수립및추진,지역아동센터관리,지역아동센터관리,D,과장,3,214
경기도하남시 복지교육국 여성보육과,"2020년 5월 드림스타트 교육분야(학원비, 예능) 및 건강분야(안경구입비, 체육교실) 사업비 지급",여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,D,과장,3,215
경기도하남시 복지교육국 여성보육과,"드림스타트 사례회의 (모니터링 최동률, 최서진)",여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,D,과장,3,216
경기도하남시 복지교육국 여성보육과,"2020년 5월 드림스타트 교육 분야 (학습지,장학,학원,특기적성) 결과보고",여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 지원(보육분야),C,과장,2,217
경기도하남시 복지교육국 여성보육과,차량배차신청[일괄],여성보육과장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,D,과장,3,218
경기도하남시 복지교육국 여성보육과,시책추진업무추진비 지출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,D,과장,3,219
경기도하남시 복지교육국 여성보육과,2019년 국공립어린이집 조리원 인건비 정산결과 통지,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,220
경기도하남시 복지교육국 여성보육과,시책추진 업무추진비 지출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,D,과장,3,221
경기도하남시 복지교육국 여성보육과,2019년 국공립어린이집 운영비 지원사업 정산검사 결과보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,보육시설운영지원,어린이집운영지원,C,과장,2,222
경기도하남시 복지교육국 여성보육과,"2020년 다함께돌봄센터(인건비,운영비) 예산 소요액 파악 제출",여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,다함께돌봄센터 일반,C,과장,2,223
경기도하남시 복지교육국 여성보육과,지역아동센터 공기청정기 지원 추가 수요 제출,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,지역아동센터지원,지역아동센터지원,C,과장,2,224
경기도하남시 복지교육국 여성보육과,2020년 육아종합지원센터 가정양육지원사업(부모자녀프로그램) 변경요청에 따른 검토 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,B,과장,1,225
경기도하남시 복지교육국 여성보육과,하남여성자원순환전문가 양성과정 교육 계약,복지교육국장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,D,국장,3,226
경기도하남시 복지교육국 여성보육과,2020년 육아종합지원센터 운영비 민간위탁금 자금교부(3분기),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,227
경기도하남시 복지교육국 여성보육과,2020년 어린이 놀이시설 배상책임보험료 납부,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동복지예산,아동복지예산,D,과장,3,228
경기도하남시 복지교육국 여성보육과,보조사업 특정감사 처분요구사항 이행 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,C,과장,2,229
경기도하남시 복지교육국 여성보육과,"차량배차신청(51모 2692,2020. 6. 2. 09:00~2020. 6. 2. 18:00)",여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,230
경기도하남시 복지교육국 여성보육과,시립감일A6BL어린이집(가칭) 리모델링 공사 관급자재 구입의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설확충및기능보강,시립어린이집확충및기능보강,D,과장,3,231
경기도하남시 복지교육국 여성보육과,2020년 1분기 꿈쟁이동산 운영비 사업변경 승인 신청,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,지역아동센터지원,지역아동센터지원,C,과장,2,232
경기도하남시 복지교육국 여성보육과,2020년 5월 아동수당 추가급여 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,과장,3,233
경기도하남시 복지교육국 여성보육과,출장복명서(여성ㆍ가족 관련 시설 점검),여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,가족여성정책일반,가족여성정책일반,D,과장,3,234
경기도하남시 복지교육국 여성보육과,아동수당 대상자 일괄선정,주무관,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,주무관,3,235
경기도하남시 복지교육국 여성보육과,2020년 5월 아동수당 계좌오류 대상자 재지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,과장,3,236
경기도하남시 복지교육국 여성보육과,2020년 5월 「사이버·보안 진단의 날」보안진단 실시 결과 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,B,과장,1,237
경기도하남시 복지교육국 여성보육과,아동의 개인위생 강화를 위한 아동 보틀 지원 사업 운영 결과보고,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 지원(복지분야),C,과장,2,238
경기도하남시 복지교육국 여성보육과,2020년도 기록물 생산현황(2019년 생산분) 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,C,과장,2,239
경기도하남시 복지교육국 여성보육과,시립감일A6BL어린이집(가칭) 리모델링 공사 계약의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설확충및기능보강,시립어린이집확충및기능보강,D,과장,3,240
경기도하남시 복지교육국 여성보육과,출장복명서(아동친화도시 조성 관련 기관 견학),여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,어린이놀이터관리,어린이놀이터관리,D,과장,3,241
경기도하남시 복지교육국 여성보육과,2020년 5월 가정양육수당 추가 지급,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,양육수당,양육수당,D,과장,3,242
경기도하남시 복지교육국 여성보육과,어린이집 인계인수 및 관리운영 협약 체결요청에 따른 회신(감일A3BL),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설위탁관리,시립어린이집위탁관리,D,과장,3,243
경기도하남시 복지교육국 여성보육과,국공립어린이집 교직원 인건비 반납 처리 통지(시립브라운스톤),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,244
경기도하남시 복지교육국 여성보육과,아동수당 대상자 일괄선정,주무관,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,주무관,3,245
경기도하남시 복지교육국 여성보육과,2020년 성별영향평가위원회 서면심의 결과 및 업무(사업)담당자 교육 통보,여성보육과장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,D,과장,3,246
경기도하남시 복지교육국 여성보육과,2020년 아이돌봄 지원사업 예산 과부족 수요조사 제출,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,아이돌보미지원사업,아이돌보미지원사업,C,과장,2,247
경기도하남시 복지교육국 여성보육과,2019년 지역아동센터 종사자 역량강화 프로그램 보조금 정산 보고,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,지역아동센터지원,지역아동센터지원,B,과장,1,248
경기도하남시 복지교육국 여성보육과,2020년 공공형어린이집 환경개선비 지원사업 보조금 교부결정 및 자금교부,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,249
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.26.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,250
경기도하남시 복지교육국 여성보육과,어린이집 인가증 재발급 (아기별어린이집 등 2개소),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,251
경기도하남시 복지교육국 여성보육과,2020년 하남시 성별영향평가위원회 서면심의 결과보고,부시장,사회복지,보육가족및여성,여성권익증진,여성권익증진지원,요보호여성보호지원,성별영향평가관리,성별영향평가관리,C,부시장,2,252
경기도하남시 복지교육국 여성보육과,수시배정요구서 제출,여성보육과장,사회복지,보육가족및여성,여성복지,여성정책및활동지원,요보호여성보호지원,여성단체관리,여성단체관리,,과장,,253
경기도하남시 복지교육국 여성보육과,2020년 드림스타트 주양육자 참여교실 추진계획,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 지원(복지분야),C,과장,2,254
경기도하남시 복지교육국 여성보육과,2020년 5월 동 접수 지연으로 인해 지급된 가정양육수당 반납(김로*),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,양육수당,양육수당,D,과장,3,255
경기도하남시 복지교육국 여성보육과,2020년 상반기 어린이집지도점검 담당 공무원 교육 참석자 명단 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,256
경기도하남시 복지교육국 여성보육과,경기도 어린이집 관리시스템 교육 결과 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,C,과장,2,257
경기도하남시 복지교육국 여성보육과,2020년 5월 누리과정 차액보육료 지급(예탁),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,258
경기도하남시 복지교육국 여성보육과,2020년 5월 누리과정운영 보육료 지급(예탁),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,259
경기도하남시 복지교육국 여성보육과,2020년 5월 영유아보육료 지급(예탁),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,260
경기도하남시 복지교육국 여성보육과,2020년 어린이놀이시설 배상책임보험 계약 체결,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,어린이놀이터관리,어린이놀이터관리,D,과장,3,261
경기도하남시 복지교육국 여성보육과,드림스타트 사례회의(모니터링 전하은),여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 지원(보육분야),D,과장,3,262
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.26.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,263
경기도하남시 복지교육국 여성보육과,드림스타트 사례회의 (모니터링 박예은),여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식일반,드림스타트사업 일반,D,과장,3,264
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.26.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,265
경기도하남시 복지교육국 여성보육과,2019년 저출산·고령사회 시행계획 세부사업 추진실적 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,B,과장,1,266
경기도하남시 복지교육국 여성보육과,업무용PC 내 개인정보 보호 조치 회신,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,D,과장,3,267
경기도하남시 복지교육국 여성보육과,개인정보처리시스템 접근권한 정책 이행 및 접속기록 점검실시 제출,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,C,과장,2,268
경기도하남시 복지교육국 여성보육과,입양 및가정위탁아동 심리치료비 지원 연장 신청에 따른 검토 보고(정*라),여성보육과장,사회복지,보육가족및여성,아동보호,아동보호관리,국내외입양,입양아동일반,입양아동일반,B,과장,1,269
경기도하남시 복지교육국 여성보육과,육아종합지원센터 임차료 지급(2020. 5월),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,270
경기도하남시 복지교육국 여성보육과,어린이집 휴지 민원처리(슬기꼬마숲어린이집/휴지 기간 연장),여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육시설설치신고및폐지,보육시설인가및폐지,어린이집인가및폐지,D,과장,3,271
경기도하남시 복지교육국 여성보육과,2020년 공무원 성인지 및 여성친화도시 교육에 따른 마스크 구입,여성보육과장,사회복지,보육가족및여성,여성권익증진,양성평등업무,양성평등및성인지력향상교육,공무원성인지교육,공무원성인지교육,D,과장,3,272
경기도하남시 복지교육국 여성보육과,아동급식 지원 결정 통지,여성보육과장,사회복지,보육가족및여성,아동보호,결식아동지원,아동복지증진시책수립및추진,아동급식지원,아동급식지원,D,과장,3,273
경기도하남시 복지교육국 여성보육과,코로나19관련 그룹홈 재난지원금 사용 안내,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,D,과장,3,274
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.26.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,275
경기도하남시 복지교육국 여성보육과,무상보육대상자 책정(2020.5.26.),보육지원팀장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육료책정,보육료책정,D,팀장,3,276
경기도하남시 복지교육국 여성보육과,어린이집 보육교직원 임용에 따른 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,277
경기도하남시 복지교육국 여성보육과,어린이집 보육교직원 임면에 따른 결격사유 및 범죄경력 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,278
경기도하남시 복지교육국 여성보육과,아동수당 대상자 일괄선정,주무관,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,주무관,3,279
경기도하남시 복지교육국 여성보육과,2020년도 아동복지교사 집합교육 대상자 명단 제출,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지교사지원,아동복지교사지원,C,과장,2,280
경기도하남시 복지교육국 여성보육과,경기도 관외 소재 중학교 신입생 교복지원사업 대상자 중복지원 여부 회신,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,각종지시사항관리,서무일반,D,과장,3,281
경기도하남시 복지교육국 여성보육과,2020년 하남시청 가족친화인증 연장 신청 계획,시장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,가족여성정책일반,가족여성정책일반,B,시장,1,282
경기도하남시 복지교육국 여성보육과,드림스타트 보틀 지원 사업 보틀 발송비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,283
경기도하남시 복지교육국 여성보육과,국공립어린이집 교직원 인건비 반납 세입처리(시립브라운스톤),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,284
경기도하남시 복지교육국 여성보육과,월별 주요 정책 & 이슈 자료 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,서무일반,서무일반,C,과장,2,285
경기도하남시 복지교육국 여성보육과,국공립어린이집 교직원 인건비 반납 세입처리(시립브라운스톤),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육예산,보육예산,D,과장,3,286
경기도하남시 복지교육국 여성보육과,국공립어린이집 보육교직원 임면에 따른 결격사유 및 범죄경력 조회,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,287
경기도하남시 복지교육국 여성보육과,국공립어린이집 보육교직원 임면에 따른 결격사유 및 범죄경력 조회 의뢰,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육정책위원회운영,보육정책관리,보육정책관리,D,과장,3,288
경기도하남시 복지교육국 여성보육과,보통교부세 산정 관련 한부모가족지원 현황 자료 제출,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족지원일반,한부모가족지원일반,C,과장,2,289
경기도하남시 복지교육국 여성보육과,사무용품 구입(복사용지),여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,D,과장,3,290
경기도하남시 복지교육국 여성보육과,디딤씨앗통장 (재)발급 통보,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,요보호아동보호지원,디딤씨앗통장,디딤씨앗통장,D,과장,3,291
경기도하남시 복지교육국 여성보육과,사무용품구입,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,D,과장,3,292
경기도하남시 복지교육국 여성보육과,2020년 하절기 아동복지시설 안전점검 계획,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동청소년그룹홈 일반,B,과장,1,293
경기도하남시 복지교육국 여성보육과,드림스타트 아동 보틀 지원 사업 보틀 구입비 지급,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,드림스타트사업 예산 및 회계,D,과장,3,294
경기도하남시 복지교육국 여성보육과,2020년 1분기 한부모가족 자녀학비 지급 내역 알림,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,한부모가족급여관리,한부모가족급여관리,D,과장,3,295
경기도하남시 복지교육국 여성보육과,재난안전대책본부(감염병) 6월 비상근무자 편성 제출,여성보육과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,일반서무,교육관련,서무일반,D,과장,3,296
경기도하남시 복지교육국 여성보육과,2020년 5월 계좌오류로 인한 아동수당 반납,여성보육과장,사회복지,보육가족및여성,아동보호,아동복지정책,아동복지증진시책수립및추진,아동복지일반,아동수당일반,D,과장,3,297
경기도하남시 복지교육국 여성보육과,2020년 5월 계좌오류로 인한 가정양육수당 반납,여성보육과장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,양육수당,양육수당,D,과장,3,298
경기도하남시 복지교육국 여성보육과,국공립어린이집 위탁체 선정관리 세부심사기준 질의,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,299
경기도하남시 복지교육국 여성보육과,어린이집 인계인수 및 관리운영 협약 체결(감일A3BL),시장,사회복지,보육가족및여성,보육복지,보육시설관리,보육사업및보육시설운영관리,시립보육시설위탁관리,시립어린이집위탁관리,D,시장,3,300
경기도하남시 복지교육국 여성보육과,2019년 공공형어린이집 환경개선비 지원 정산검사 결과 통지,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,공공형 어린이집,D,과장,3,301
경기도하남시 복지교육국 여성보육과,2019년 공공형어린이집 환경개선비 보조금 정산 검사 결과 보고,여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,공공형 어린이집,C,과장,2,302
경기도하남시 복지교육국 여성보육과,민원(1AA-2005-0111158) 처리결과 안내(2020년 하남시 어린이집 예산 편성 현황),여성보육과장,사회복지,보육가족및여성,보육복지,보육정책및행정업무,보육사업및보육시설운영관리,보육일반,보육일반,D,과장,3,303
경기도하남시 복지교육국 여성보육과,2020년 5월 불법촬영 점검 전담인력 기간제근로자 인건비 지급,여성보육과장,사회복지,보육가족및여성,가족기능강화,가족관련정책및사업,요보호여성보호지원,가족여성정책일반,불법촬영 점검사업,D,과장,3,304
